datetime,open,high,low,close,volume
2026-05-13 19:55:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 19:59:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 20:01:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 20:03:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 20:09:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 20:14:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 20:20:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 20:24:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 20:28:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 20:30:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 20:32:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 20:38:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 20:43:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 20:49:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 20:53:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 20:57:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 20:59:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 21:01:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 21:07:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 21:12:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 21:30:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 21:59:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 22:28:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 22:57:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-13 23:26:00,122655.0,122655.0,122655.0,122655.0,103090
2026-05-14 16:49:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 16:58:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 17:14:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 17:18:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 17:27:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 17:42:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 17:43:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 17:47:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 17:56:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 18:04:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 18:11:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 18:12:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 18:16:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 18:25:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 18:29:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 18:33:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 18:38:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 18:40:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 18:41:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 18:45:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 18:54:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 18:58:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 19:02:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 19:07:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 19:09:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 19:10:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 19:14:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 19:23:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 19:27:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 19:31:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 19:36:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 19:38:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 19:39:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 19:43:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 19:52:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 19:56:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 20:00:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 20:05:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 20:07:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 20:08:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 20:12:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 20:21:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 20:25:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 20:29:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 20:34:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 20:36:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 20:37:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 20:41:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 20:50:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 20:54:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 20:58:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 21:03:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 21:05:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 21:06:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 21:10:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 21:19:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 21:23:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 21:27:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 21:32:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 21:34:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 21:35:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 21:52:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 21:56:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 22:01:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 22:03:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 22:21:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 22:25:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 22:30:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 22:50:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-14 22:59:00,124855.0,124855.0,124855.0,124855.0,106901
2026-05-15 09:25:00,126030.0,126030.0,125800.0,125900.0,184317
2026-05-15 09:26:00,125900.0,125995.0,125885.0,125965.0,91966
2026-05-15 09:27:00,125965.0,126140.0,125955.0,126085.0,82186
2026-05-15 09:28:00,126085.0,126100.0,125975.0,125975.0,36921
2026-05-15 09:29:00,125975.0,126045.0,125865.0,125890.0,85070
2026-05-15 09:30:00,125890.0,125895.0,125545.0,125600.0,83101
2026-05-15 09:31:00,125600.0,125835.0,125575.0,125825.0,130399
2026-05-15 09:32:00,125825.0,126100.0,125795.0,126035.0,65796
2026-05-15 09:33:00,126015.0,126025.0,125850.0,126000.0,29833
2026-05-15 09:34:00,126000.0,126055.0,125935.0,125985.0,43117
2026-05-15 09:35:00,125985.0,126035.0,125760.0,125785.0,82766
2026-05-15 09:36:00,125785.0,125790.0,125460.0,125505.0,74528
2026-05-15 09:37:00,125505.0,125510.0,125285.0,125365.0,120605
2026-05-15 09:38:00,125355.0,125420.0,125105.0,125125.0,53808
2026-05-15 09:39:00,125125.0,125300.0,124855.0,125285.0,117148
2026-05-15 09:40:00,125270.0,125275.0,124910.0,124930.0,63022
2026-05-15 09:41:00,124920.0,124920.0,124540.0,124600.0,144240
2026-05-15 09:42:00,124600.0,124800.0,124550.0,124630.0,113388
2026-05-15 09:43:00,124625.0,124745.0,124545.0,124710.0,62121
2026-05-15 09:44:00,124720.0,124830.0,124635.0,124750.0,73135
2026-05-15 09:45:00,124760.0,124985.0,124730.0,124940.0,85703
2026-05-15 09:46:00,124940.0,124985.0,124730.0,124875.0,50184
2026-05-15 09:47:00,124875.0,124975.0,124760.0,124760.0,21844
2026-05-15 09:48:00,124755.0,124865.0,124440.0,124495.0,80457
2026-05-15 09:49:00,124475.0,124595.0,124400.0,124445.0,67517
2026-05-15 09:50:00,124435.0,124480.0,124235.0,124260.0,112029
2026-05-15 09:51:00,124260.0,124560.0,124225.0,124375.0,79291
2026-05-15 09:52:00,124375.0,124555.0,124335.0,124505.0,25107
2026-05-15 09:53:00,124505.0,124710.0,124490.0,124690.0,23966
2026-05-15 09:54:00,124670.0,124855.0,124610.0,124850.0,24807
2026-05-15 09:55:00,124850.0,124875.0,124715.0,124805.0,24918
2026-05-15 09:56:00,124805.0,124860.0,124725.0,124860.0,26289
2026-05-15 09:57:00,124865.0,125000.0,124700.0,124705.0,40327
2026-05-15 09:58:00,124735.0,124855.0,124605.0,124730.0,23554
2026-05-15 09:59:00,124720.0,124930.0,124720.0,124845.0,17376
2026-05-15 10:00:00,124845.0,124990.0,124815.0,124895.0,19091
2026-05-15 10:01:00,124905.0,124950.0,124715.0,124915.0,21179
2026-05-15 10:02:00,124935.0,124965.0,124830.0,124920.0,18093
2026-05-15 10:03:00,124920.0,124950.0,124775.0,124875.0,15432
2026-05-15 10:04:00,124880.0,124910.0,124685.0,124900.0,28499
2026-05-15 10:05:00,124900.0,124910.0,124630.0,124720.0,42337
2026-05-15 10:06:00,124755.0,124805.0,124545.0,124580.0,30603
2026-05-15 10:07:00,124570.0,124650.0,124345.0,124520.0,96094
2026-05-15 10:08:00,124520.0,124555.0,124400.0,124450.0,28307
2026-05-15 10:09:00,124440.0,124490.0,124275.0,124330.0,34601
2026-05-15 10:10:00,124330.0,124620.0,124315.0,124505.0,54110
2026-05-15 10:11:00,124475.0,124540.0,124205.0,124305.0,58458
2026-05-15 10:12:00,124290.0,124400.0,124165.0,124235.0,60045
2026-05-15 10:13:00,124240.0,124325.0,124125.0,124175.0,25743
2026-05-15 10:14:00,124170.0,124290.0,124075.0,124250.0,86692
2026-05-15 10:15:00,124230.0,124300.0,124125.0,124280.0,32251
2026-05-15 10:16:00,124290.0,124370.0,124195.0,124265.0,28208
2026-05-15 10:17:00,124265.0,124290.0,124050.0,124065.0,28819
2026-05-15 10:18:00,124065.0,124090.0,123955.0,124075.0,65203
2026-05-15 10:19:00,124080.0,124175.0,123950.0,124150.0,82705
2026-05-15 10:20:00,124150.0,124185.0,123935.0,124037.0,23815
2026-05-15 10:21:00,124030.0,124100.0,123870.0,123895.0,30943
2026-05-15 10:22:00,123895.0,123915.0,123800.0,123810.0,25560
2026-05-15 10:23:00,123805.0,123970.0,123770.0,123925.0,53905
2026-05-15 10:24:00,123945.0,124085.0,123865.0,123930.0,37777
2026-05-15 10:25:00,123930.0,124005.0,123840.0,124000.0,30281
2026-05-15 10:26:00,124000.0,124085.0,123815.0,123900.0,30204
2026-05-15 10:27:00,123905.0,123930.0,123665.0,123700.0,41196
2026-05-15 10:28:00,123710.0,123725.0,123550.0,123600.0,53883
2026-05-15 10:29:00,123595.0,123595.0,123340.0,123355.0,64739
2026-05-15 10:30:00,123355.0,123365.0,123150.0,123165.0,64698
2026-05-15 10:31:00,123165.0,123350.0,123105.0,123320.0,46646
2026-05-15 10:32:00,123310.0,123390.0,123220.0,123320.0,21819
2026-05-15 10:33:00,123320.0,123335.0,123200.0,123245.0,16684
2026-05-15 10:34:00,123245.0,123350.0,123040.0,123350.0,64395
2026-05-15 10:35:00,123325.0,123700.0,123325.0,123550.0,129175
2026-05-15 10:36:00,123535.0,123820.0,123535.0,123775.0,45764
2026-05-15 10:37:00,123770.0,123940.0,123700.0,123900.0,40861
2026-05-15 10:38:00,123905.0,123995.0,123790.0,123870.0,29240
2026-05-15 10:39:00,123870.0,123925.0,123700.0,123710.0,26914
2026-05-15 10:40:00,123720.0,123975.0,123685.0,123825.0,23539
2026-05-15 10:41:00,123830.0,123830.0,123505.0,123550.0,34110
2026-05-15 10:42:00,123550.0,123725.0,123530.0,123600.0,16339
2026-05-15 10:43:00,123605.0,123725.0,123495.0,123715.0,28179
2026-05-15 10:44:00,123710.0,123750.0,123430.0,123520.0,26943
2026-05-15 10:45:00,123540.0,123600.0,123300.0,123370.0,33794
2026-05-15 10:46:00,123385.0,123410.0,123060.0,123085.0,22369
2026-05-15 10:47:00,123075.0,123140.0,122940.0,122990.0,69904
2026-05-15 10:48:00,122985.0,123040.0,122745.0,122905.0,58437
2026-05-15 10:49:00,122905.0,123000.0,122670.0,122825.0,87077
2026-05-15 10:50:00,122810.0,122860.0,122455.0,122510.0,62031
2026-05-15 10:51:00,122520.0,122740.0,122375.0,122450.0,60069
2026-05-15 10:52:00,122455.0,122467.0,122215.0,122285.0,41955
2026-05-15 10:53:00,122285.0,122295.0,122015.0,122140.0,123642
2026-05-15 10:54:00,122135.0,122295.0,121970.0,122055.0,106293
2026-05-15 10:55:00,122100.0,122370.0,122010.0,122210.0,95937
2026-05-15 10:56:00,122240.0,122375.0,121625.0,121685.0,88379
2026-05-15 10:57:00,121670.0,121780.0,121380.0,121510.0,65287
2026-05-15 10:58:00,121500.0,121550.0,121015.0,121050.0,104619
2026-05-15 10:59:00,121035.0,121385.0,121020.0,121180.0,87472
2026-05-15 11:00:00,121200.0,121620.0,121170.0,121545.0,131202
2026-05-15 11:01:00,121535.0,121595.0,121045.0,121175.0,46180
2026-05-15 11:02:00,121180.0,121400.0,120725.0,121360.0,202599
2026-05-15 11:03:00,121360.0,121490.0,121160.0,121340.0,100531
2026-05-15 11:04:00,121325.0,121485.0,121040.0,121405.0,81037
2026-05-15 11:05:00,121405.0,121435.0,120700.0,120840.0,58699
2026-05-15 11:06:00,120840.0,120885.0,120440.0,120660.0,78359
2026-05-15 11:07:00,120640.0,120770.0,120515.0,120605.0,37297
2026-05-15 11:08:00,120585.0,120730.0,120380.0,120420.0,95888
2026-05-15 11:09:00,120465.0,121055.0,120410.0,121050.0,107730
2026-05-15 11:10:00,121050.0,121200.0,120750.0,121195.0,64924
2026-05-15 11:11:00,121180.0,121250.0,120890.0,121185.0,118492
2026-05-15 11:12:00,121170.0,121180.0,120345.0,120345.0,88938
2026-05-15 11:13:00,120345.0,120445.0,120000.0,120150.0,199199
2026-05-15 11:14:00,120150.0,120180.0,119930.0,120015.0,106642
2026-05-15 11:15:00,120015.0,120110.0,119705.0,120080.0,173492
2026-05-15 11:16:00,120090.0,120250.0,119660.0,119925.0,141253
2026-05-15 11:17:00,119935.0,120000.0,119550.0,119620.0,109427
2026-05-15 11:18:00,119620.0,120100.0,119535.0,119555.0,125536
2026-05-15 11:19:00,119555.0,119875.0,119350.0,119830.0,126619
2026-05-15 11:20:00,119830.0,120305.0,119795.0,120150.0,195750
2026-05-15 11:21:00,120180.0,120480.0,120095.0,120420.0,128287
2026-05-15 11:22:00,120425.0,121105.0,120315.0,121105.0,115387
2026-05-15 11:23:00,121110.0,121130.0,120510.0,120920.0,147372
2026-05-15 11:24:00,120935.0,120950.0,120650.0,120730.0,98361
2026-05-15 11:25:00,120730.0,121040.0,120460.0,120955.0,94528
2026-05-15 11:26:00,120925.0,121200.0,120900.0,121040.0,79356
2026-05-15 11:27:00,121040.0,121050.0,120550.0,120575.0,83733
2026-05-15 11:28:00,120575.0,120595.0,120030.0,120060.0,92739
2026-05-15 11:29:00,120055.0,120210.0,119940.0,120055.0,134073
2026-05-15 11:30:00,120035.0,120650.0,119780.0,120585.0,197834
2026-05-15 11:31:00,120575.0,120725.0,120075.0,120230.0,80928
2026-05-15 11:32:00,120230.0,120350.0,120050.0,120300.0,36421
2026-05-15 11:33:00,120265.0,120620.0,120240.0,120405.0,44709
2026-05-15 11:34:00,120415.0,120960.0,120325.0,120925.0,54153
2026-05-15 11:35:00,120930.0,121035.0,120755.0,120840.0,54378
2026-05-15 11:36:00,120865.0,120945.0,120755.0,120875.0,25749
2026-05-15 11:37:00,120875.0,121000.0,120785.0,120965.0,42851
2026-05-15 11:38:00,120980.0,121025.0,120625.0,120820.0,30727
2026-05-15 11:39:00,120810.0,120835.0,120530.0,120660.0,69705
2026-05-15 11:40:00,120615.0,120620.0,120335.0,120500.0,99923
2026-05-15 11:41:00,120540.0,120740.0,120470.0,120690.0,42123
2026-05-15 11:42:00,120690.0,120900.0,120550.0,120855.0,31896
2026-05-15 11:43:00,120845.0,121110.0,120830.0,121100.0,28635
2026-05-15 11:44:00,121090.0,121210.0,121020.0,121210.0,40302
2026-05-15 11:45:00,121210.0,121490.0,121185.0,121470.0,43839
2026-05-15 11:46:00,121470.0,121560.0,121400.0,121500.0,48458
2026-05-15 11:47:00,121530.0,121545.0,121110.0,121290.0,160406
2026-05-15 11:48:00,121280.0,121305.0,120850.0,120920.0,86282
2026-05-15 11:49:00,120925.0,121180.0,120835.0,121110.0,32487
2026-05-15 11:50:00,121105.0,121350.0,121080.0,121285.0,40793
2026-05-15 11:51:00,121265.0,121650.0,121110.0,121590.0,96553
